text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
delivery not on time,0,0,0,delay,1
yyyhh,1,1,4,fallback_support,1
very good,2,2,4,fallback_support,2
excellent banking app and features,2,2,4,fallback_support,2
dont want product,0,0,4,fallback_support,1
kyc not completed after multiple attempts,1,1,4,fallback_support,1
best delivery service,2,2,4,fallback_support,2
status shows delivered but not delivered,1,0,4,fallback_support,0
outstanding,2,2,4,fallback_support,2
extreme late delivery,0,0,0,delay,0
not receive my parcel,0,0,4,fallback_support,1
minimum balance account feedback,1,1,6,pricing,1
fred hua mere sath,1,1,4,fallback_support,1
parcel long time wait deliver,0,0,4,fallback_support,1
wonderful delivery partner,2,2,4,fallback_support,2
wrong shipment delivered,0,0,4,fallback_support,0
delivery tagged refused without attempt,0,0,4,fallback_support,1
didnt receive my parcel,0,0,4,fallback_support,1
excellent service keep it up,2,2,4,fallback_support,2
fake consignee unavailable mark without attempt,0,0,4,fallback_support,0
delivery person kept parcel at wrong place while I was not present,0,0,1,wrong_delivery,0
order cancellation requested,0,0,4,fallback_support,1
better communication and promptness needed,2,2,4,fallback_support,2
horrible delivery otp do come delivery person say come next day didnt come have go centre pick it up,0,0,4,fallback_support,1
delivery attempt marked without calling,0,0,4,support,1
wrong colour delivered exchange requested,1,0,7,refund,0
best regard,1,1,4,fallback_support,1
prompt delivery package not damaged,1,0,2,damage_lost,0
delivery time very late day,0,0,0,delay,0
local service unavailable issue,0,0,4,fallback_support,0
good behaviour and best service,2,2,3,behaviour,2
wrong order delivered please return,0,0,7,refund,0
package not yet delivered,1,1,4,fallback_support,1
delivery service fast and good,2,2,4,fallback_support,2
very very good,2,2,4,fallback_support,2
already your service good,2,2,4,fallback_support,2
delivery marked complete but product not received,0,0,2,damage_lost,0
product quality very poor,0,0,4,fallback_support,0
not received any delivery,1,1,2,damage_lost,0
service great,2,2,4,fallback_support,2
delivery person handed parcel to shop,1,1,4,fallback_support,1
very good quality,2,2,4,fallback_support,2
awesome experience,2,2,4,fallback_support,2
display delivery agent phone number,1,1,4,fallback_support,1
very good work,2,2,4,fallback_support,2
pathetic pickup process,0,0,4,fallback_support,1
left at door very poor service,0,0,4,fallback_support,0
expected delivery date very poor,0,0,4,fallback_support,0
delivery status timing mismatch,1,1,4,fallback_support,1
didnt receive product or call but marked delivered,1,1,4,support,1
delivery boy behavior very nice,2,2,3,behaviour,2
item not deliver me,1,1,4,fallback_support,1
thank you bluedart,2,2,4,fallback_support,2
status delivered but not received,1,1,2,damage_lost,0
not received my package,0,0,2,damage_lost,0
good delivery boy ajit kumar khatua good blue dart express limit very fast delivery company,2,2,4,fallback_support,2
marked delivered but not received urgent,0,0,2,damage_lost,0
day delivery update,1,1,4,fallback_support,1
super delivery,2,2,4,fallback_support,2
good service good behaviour,2,2,3,behaviour,2
good behaviour,1,2,3,behaviour,2
fit issue product slightly large,1,0,4,fallback_support,0
delivery person rude raised voice,0,0,3,behaviour,0
delivery executive said address incorrect falsely,1,1,4,fallback_support,0
your delivery boy doesnt deliver parcel at address enter false msg that consignee not there even no phone call do for that,0,0,4,support,1
very nice service good behavior of delivery man timely service,2,2,3,behaviour,2
good guy,2,2,4,fallback_support,2
very cool,2,2,4,fallback_support,2
please teach agent how to talk to customers,1,1,4,fallback_support,1
delivery partner rude and disrespectful,0,0,3,behaviour,0
service very bad,0,0,4,fallback_support,0
fake refusal update by delivery boy,0,0,4,fallback_support,0
no issue service good,2,0,4,fallback_support,0
Account open karaya jisase bahut achha vyavahar aur sari bate bahut saral aur spasht shabdo me batayi,2,2,4,fallback_support,2
product top class delivered earlier than expected,2,2,4,fallback_support,2
after repeated promises shipment was delayed and no action taken pathetic service,0,0,0,delay,0
do not get callmsg by delivery persondid not receive product,0,0,2,damage_lost,0
need cancel order,0,0,4,fallback_support,1
order not delivered but status shows delivered,1,0,4,fallback_support,0
delivery partner did not deliver to my house,0,0,4,fallback_support,1
not received courier,0,0,2,damage_lost,0
parcel not delivered collected from office,0,0,4,fallback_support,0
this order not deliver me,0,0,4,fallback_support,1
delivery agent unprofessional rude behaviour,0,0,3,behaviour,0
not applicable,1,1,4,fallback_support,1
not receive these parcel who send them what address you deliver them some fraud go on,0,0,4,fallback_support,1
delivery time should be added in form,1,1,4,fallback_support,1
slow delivery,1,1,4,fallback_support,1
false delivery rejection messages,0,0,4,fallback_support,1
nice response from delivery team,2,2,4,fallback_support,2
dont deal with otp take signature in your copy of delivery slip otp can lead cyber crime,0,0,4,fallback_support,1
want return this product,1,1,7,refund,1
thanks dada,1,2,4,fallback_support,2
bluedart better than competitors fast delivery,2,2,4,fallback_support,2
service awesome,2,2,4,fallback_support,2
had to pick up parcel from store myself,1,1,4,fallback_support,1
not good service,0,0,4,fallback_support,2
delivery partner behavior not quite good,0,0,3,behaviour,2
call before delivery requested,1,1,4,support,1
rude staff and always late delivery no consideration for requests,0,0,0,delay,0
pickup smooth but delivery asked self pickup,1,2,4,fallback_support,2
delivered exactly as scheduled smooth coordination,2,2,4,fallback_support,2
false building closed remarks delaying delivery,0,0,0,delay,0
good behaviour,2,2,3,behaviour,2
parcel not received please check,0,0,2,damage_lost,0
everything alright,1,1,4,fallback_support,1
please return product,1,1,7,refund,1
delivery agent leave box at entrance of pg,1,1,4,fallback_support,1
very bad phone response and delayed delivery,0,0,0,delay,0
please allow at least one call before delivery,1,1,4,support,1
excellent tracking sunday delivery,2,2,5,tracking,1
card not received,1,1,2,damage_lost,0
do not receive item,0,0,4,fallback_support,1
not receive at home collect in office twice,1,1,4,fallback_support,1
The delivery person is very rude and doesn't know how to talk respectfully. He thinks just calling someone sir or madam is being respectful.,0,0,3,behaviour,0
definitely happy with blue dart service,2,2,4,fallback_support,2
empty fake parcel received,1,1,4,fallback_support,0
very good service by manager and employees,2,2,4,fallback_support,2
keep it up,2,2,4,fallback_support,2
good,2,2,4,fallback_support,2
parcel not received but status shows delivered,1,1,2,damage_lost,0
delivery agent refused home delivery asked for self pickup,0,0,4,fallback_support,1
delivery person phone number required for tracking,1,1,5,tracking,1
please dont make this compulsory,1,1,4,fallback_support,1
inside glass break,1,1,4,fallback_support,1
toxic delivery behaviour forced pickup from hub,0,0,3,behaviour,1
delivery refused without call had to go hub,1,1,4,support,1
had to visit office due to false delivery claims,0,0,4,fallback_support,1
timely,2,2,4,fallback_support,2
share contact details for coordination,1,1,4,support,1
include location name,1,1,4,fallback_support,1
very good service honest sincere delivery boys,2,2,4,fallback_support,2
deliver on time,1,1,4,fallback_support,2
delivery service extremely poor no parcel received,0,0,4,fallback_support,0
parcel never delivered had to collect from office,0,0,4,fallback_support,1
delivery person asked for extra money,1,1,4,fallback_support,1
delivery man told otp time,1,1,4,fallback_support,1
product delivered damaged and no return option provided,0,0,2,damage_lost,0
package not delivered but marked delivered,1,0,4,fallback_support,0
unreliable service frequent delays,0,0,0,delay,0
hand over wrong parcel which doesnt belong me,0,0,4,fallback_support,0
delivery boy very decent soft spoken,2,2,4,fallback_support,2
high value parcel delivered without OTP verification,1,1,4,fallback_support,1
delivery partner patience appreciated,2,2,4,fallback_support,2
poor quality,0,0,4,fallback_support,0
improve day by day,1,1,4,fallback_support,1
because my product miss package not good,0,0,4,fallback_support,2
wrong dispatch,0,0,4,fallback_support,0
too much delay in local delivery,0,0,0,delay,0
delivery staff not fit,0,0,4,fallback_support,1
I very appreciate shopping this blue dart ?,2,2,4,fallback_support,2
delivery person lazy did not bring documents upstairs,0,0,4,fallback_support,1
delivery delayed despite out for delivery status bank related shipment,1,0,0,delay,0
Ys,1,1,4,fallback_support,1
delivered wrong item forced payment fraud,0,0,4,fallback_support,0
Im trying to open minimum 10000 balances account but your system open wrong account,0,0,4,fallback_support,0
very late service,0,0,0,delay,0
delivery guy ensured document delivered on time,1,1,4,fallback_support,2
delivery partner charged extra money unfair,0,0,6,pricing,1
delivery not done but marked delivered,1,1,4,fallback_support,1
very poor overpriced service,0,0,4,fallback_support,0
very nice experience despite small delay,2,0,0,delay,0
this package not delivered,0,0,4,fallback_support,0
credit card not received,1,1,2,damage_lost,0
damaged product received wrong piece,0,0,2,damage_lost,0
poor delivery service despite assurance,0,0,4,fallback_support,0
always good service,2,2,4,fallback_support,2
cooperative delivery as per customer,1,1,4,fallback_support,1
v good service,2,2,4,fallback_support,2
worthless product feedback,1,1,6,pricing,1
actually order place sun glass for fastrack company,1,1,5,tracking,1
delivered before time,1,1,4,fallback_support,1
good service polite delivery person,2,2,4,fallback_support,2
best prompt service,2,2,4,fallback_support,2
delivery exceeded expectations,2,2,4,fallback_support,2
there should delivery time slot of hour,1,1,4,fallback_support,1
not happy,0,0,4,fallback_support,2
status showing delivered but product not received and no call made,0,0,2,damage_lost,0
order return requested,1,1,7,refund,1
refund request for product usage issue,1,0,7,refund,0
rude person encountered,0,0,3,behaviour,0
very very bad service,0,0,4,fallback_support,0
too much delay false update,0,0,0,delay,0
timely delivery,2,2,4,fallback_support,2
you already great,2,2,4,fallback_support,2
client not informed delivery falsely marked received,1,1,4,fallback_support,1
no one can beat your service keep it up,1,1,4,fallback_support,1
delivery staff aware of location seamless delivery,2,2,4,fallback_support,2
poor fabric quality,0,0,4,fallback_support,0
false delivery status consignee not available,0,0,4,fallback_support,1
false delivery attempts marked repeatedly,0,0,4,fallback_support,1
delivery person did not come home asked to collect parcel bad service,0,0,4,fallback_support,0
fuck no,0,0,4,fallback_support,1
parcel never delivered always self pickup required,0,0,4,fallback_support,1
account opening process very fast app and staff excellent,2,2,4,fallback_support,2
bad service pending package abusive staff,0,0,4,fallback_support,0
very bad service on head office also delivery boy miss behavior on telephone,0,0,3,behaviour,0
need to return product very worst quality,0,0,7,refund,0
