text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
product color mismatch quality poor return requested,0,0,7,refund,0,4,3
parcel delivered four days late very poor service,0,0,0,delay,0,3,2
like better,1,1,4,fallback_support,1,0,0
credit card not delivered,0,0,4,fallback_support,0,3,2
very good service bluedart,2,2,4,fallback_support,2,1,0
im not receive document kindly confirm once check dilivery satus,1,1,4,fallback_support,1,0,0
user friendly account opening process appreciated,2,2,4,fallback_support,2,1,0
well service,1,1,4,fallback_support,1,0,0
for kms delivery it take day,1,1,4,fallback_support,1,0,0
delivery box compromised suspect replacement,0,0,7,refund,0,4,3
where is my parcel,1,1,5,tracking,1,0,1
thank you,1,2,4,fallback_support,2,0,0
reliable service always,2,2,4,fallback_support,2,1,0
delivery boy rude shouted and threatened customer,0,0,3,behaviour,0,3,2
need loan amount and interest details,1,1,4,fallback_support,1,0,0
wrong perfume delivered,0,0,4,fallback_support,0,3,2
return product request,1,1,7,refund,1,0,0
delivery completed on promised date,1,1,4,fallback_support,1,0,0
delivery person threw parcel without informing unacceptable behaviour,0,0,3,behaviour,1,0,2
return order requested,1,1,7,refund,1,0,0
wrong product received return needed,0,0,7,refund,0,4,3
very delay in delivery do not recommend,0,0,0,delay,0,3,2
item returned without contact system issue,0,0,7,refund,0,4,3
unclear charges after purchase,1,2,4,fallback_support,1,0,0
not received order,0,0,2,damage_lost,0,4,3
delay for three days with false tracking info,1,0,0,delay,0,2,2
no delivery yet,1,1,0,delay,1,0,1
okk,1,1,4,fallback_support,1,0,0
product application not working,1,1,4,fallback_support,1,0,0
no delivery information provided,1,1,4,fallback_support,1,0,0
helpful,1,1,4,fallback_support,2,0,0
staff rude behaviour,0,0,3,behaviour,0,3,2
polite staff,1,1,4,fallback_support,2,0,0
thank you for order,2,2,4,fallback_support,2,1,0
delivery person kind polite deliver doorstep,1,1,4,fallback_support,2,0,0
excellent job keep it up,2,2,4,fallback_support,2,1,0
order cancelled without call marked failed,0,0,4,support,1,0,1
shipment not delivered fake status fraud,0,0,4,fallback_support,0,4,3
delivery should happen on scheduled date,1,1,4,fallback_support,1,0,0
bad product every receive it scame,0,0,4,fallback_support,0,4,3
message timing of visit,1,1,4,fallback_support,1,0,0
didnt receive any material,0,0,4,fallback_support,1,0,1
good courier service,2,2,4,fallback_support,2,1,0
delivery executive excellent but system issue,2,0,4,fallback_support,0,1,0
delivery experience extremely slow and disappointing,0,0,4,fallback_support,1,0,1
self pickup required from hub,1,1,4,fallback_support,1,0,0
order not deliver mark a deliver,1,1,4,fallback_support,1,0,0
service behaviour very disappointing request you kindly monitor their performance,0,0,3,behaviour,1,0,2
delivery not on time,0,0,0,delay,1,0,0
yyyhh,1,1,4,fallback_support,1,0,0
very good,2,2,4,fallback_support,2,1,0
excellent banking app and features,2,2,4,fallback_support,2,1,0
dont want product,0,0,4,fallback_support,1,0,1
kyc not completed after multiple attempts,1,1,4,fallback_support,1,0,0
best delivery service,2,2,4,fallback_support,2,1,0
status shows delivered but not delivered,1,0,4,fallback_support,0,0,0
outstanding,2,2,4,fallback_support,2,1,0
extreme late delivery,0,0,0,delay,0,3,2
not receive my parcel,0,0,4,fallback_support,1,0,1
minimum balance account feedback,1,1,6,pricing,1,0,0
fred hua mere sath,1,1,4,fallback_support,1,0,0
parcel long time wait deliver,0,0,4,fallback_support,1,0,1
wonderful delivery partner,2,2,4,fallback_support,2,1,0
wrong shipment delivered,0,0,4,fallback_support,0,3,2
delivery tagged refused without attempt,0,0,4,fallback_support,1,0,1
didnt receive my parcel,0,0,4,fallback_support,1,0,1
excellent service keep it up,2,2,4,fallback_support,2,1,0
fake consignee unavailable mark without attempt,0,0,4,fallback_support,0,3,2
delivery person kept parcel at wrong place while I was not present,0,0,1,wrong_delivery,0,3,2
order cancellation requested,0,0,4,fallback_support,1,0,1
better communication and promptness needed,2,2,4,fallback_support,2,1,0
horrible delivery otp do come delivery person say come next day didnt come have go centre pick it up,0,0,4,fallback_support,1,0,1
delivery attempt marked without calling,0,0,4,support,1,0,1
wrong colour delivered exchange requested,1,0,7,refund,0,0,0
best regard,1,1,4,fallback_support,1,0,0
prompt delivery package not damaged,1,0,2,damage_lost,0,3,3
delivery time very late day,0,0,0,delay,0,3,2
local service unavailable issue,0,0,4,fallback_support,0,3,2
good behaviour and best service,2,2,3,behaviour,2,1,0
wrong order delivered please return,0,0,7,refund,0,4,3
package not yet delivered,1,1,4,fallback_support,1,0,0
delivery service fast and good,2,2,4,fallback_support,2,1,0
very very good,2,2,4,fallback_support,2,1,0
already your service good,2,2,4,fallback_support,2,1,0
delivery marked complete but product not received,0,0,2,damage_lost,0,4,3
product quality very poor,0,0,4,fallback_support,0,3,2
not received any delivery,1,1,2,damage_lost,0,0,0
service great,2,2,4,fallback_support,2,1,0
delivery person handed parcel to shop,1,1,4,fallback_support,1,0,0
very good quality,2,2,4,fallback_support,2,1,0
awesome experience,2,2,4,fallback_support,2,1,0
display delivery agent phone number,1,1,4,fallback_support,1,0,0
very good work,2,2,4,fallback_support,2,1,0
pathetic pickup process,0,0,4,fallback_support,1,0,1
left at door very poor service,0,0,4,fallback_support,0,3,2
expected delivery date very poor,0,0,4,fallback_support,0,3,2
delivery status timing mismatch,1,1,4,fallback_support,1,0,0
didnt receive product or call but marked delivered,1,1,4,support,1,0,0
delivery boy behavior very nice,2,2,3,behaviour,2,1,0
item not deliver me,1,1,4,fallback_support,1,0,0
thank you bluedart,2,2,4,fallback_support,2,1,0
status delivered but not received,1,1,2,damage_lost,0,0,0
not received my package,0,0,2,damage_lost,0,4,3
good delivery boy ajit kumar khatua good blue dart express limit very fast delivery company,2,2,4,fallback_support,2,1,0
marked delivered but not received urgent,0,0,2,damage_lost,0,4,3
day delivery update,1,1,4,fallback_support,1,0,0
super delivery,2,2,4,fallback_support,2,1,0
good service good behaviour,2,2,3,behaviour,2,1,0
good behaviour,1,2,3,behaviour,2,1,0
fit issue product slightly large,1,0,4,fallback_support,0,0,0
delivery person rude raised voice,0,0,3,behaviour,0,3,2
delivery executive said address incorrect falsely,1,1,4,fallback_support,0,0,0
your delivery boy doesnt deliver parcel at address enter false msg that consignee not there even no phone call do for that,0,0,4,support,1,0,1
very nice service good behavior of delivery man timely service,2,2,3,behaviour,2,1,0
good guy,2,2,4,fallback_support,2,1,0
very cool,2,2,4,fallback_support,2,1,0
please teach agent how to talk to customers,1,1,4,fallback_support,1,0,0
delivery partner rude and disrespectful,0,0,3,behaviour,0,3,2
service very bad,0,0,4,fallback_support,0,3,2
fake refusal update by delivery boy,0,0,4,fallback_support,0,3,2
no issue service good,2,0,4,fallback_support,0,1,0
Account open karaya jisase bahut achha vyavahar aur sari bate bahut saral aur spasht shabdo me batayi,2,2,4,fallback_support,2,1,0
product top class delivered earlier than expected,2,2,4,fallback_support,2,1,0
after repeated promises shipment was delayed and no action taken pathetic service,0,0,0,delay,0,3,2
do not get callmsg by delivery persondid not receive product,0,0,2,damage_lost,0,4,3
need cancel order,0,0,4,fallback_support,1,0,1
order not delivered but status shows delivered,1,0,4,fallback_support,0,0,0
delivery partner did not deliver to my house,0,0,4,fallback_support,1,0,1
not received courier,0,0,2,damage_lost,0,4,3
parcel not delivered collected from office,0,0,4,fallback_support,0,3,2
this order not deliver me,0,0,4,fallback_support,1,0,1
delivery agent unprofessional rude behaviour,0,0,3,behaviour,0,3,2
not applicable,1,1,4,fallback_support,1,0,0
not receive these parcel who send them what address you deliver them some fraud go on,0,0,4,fallback_support,1,4,3
delivery time should be added in form,1,1,4,fallback_support,1,0,0
slow delivery,1,1,4,fallback_support,1,0,0
false delivery rejection messages,0,0,4,fallback_support,1,0,1
nice response from delivery team,2,2,4,fallback_support,2,1,0
dont deal with otp take signature in your copy of delivery slip otp can lead cyber crime,0,0,4,fallback_support,1,0,1
want return this product,1,1,7,refund,1,0,0
thanks dada,1,2,4,fallback_support,2,1,0
bluedart better than competitors fast delivery,2,2,4,fallback_support,2,1,0
service awesome,2,2,4,fallback_support,2,1,0
had to pick up parcel from store myself,1,1,4,fallback_support,1,0,0
not good service,0,0,4,fallback_support,2,1,1
delivery partner behavior not quite good,0,0,3,behaviour,2,1,2
call before delivery requested,1,1,4,support,1,0,0
rude staff and always late delivery no consideration for requests,0,0,0,delay,0,3,2
pickup smooth but delivery asked self pickup,1,2,4,fallback_support,2,0,0
delivered exactly as scheduled smooth coordination,2,2,4,fallback_support,2,1,0
false building closed remarks delaying delivery,0,0,0,delay,0,3,2
good behaviour,2,2,3,behaviour,2,1,0
parcel not received please check,0,0,2,damage_lost,0,4,3
everything alright,1,1,4,fallback_support,1,0,0
please return product,1,1,7,refund,1,0,0
delivery agent leave box at entrance of pg,1,1,4,fallback_support,1,0,0
very bad phone response and delayed delivery,0,0,0,delay,0,3,2
please allow at least one call before delivery,1,1,4,support,1,0,0
excellent tracking sunday delivery,2,2,5,tracking,1,1,0
card not received,1,1,2,damage_lost,0,0,0
do not receive item,0,0,4,fallback_support,1,0,1
not receive at home collect in office twice,1,1,4,fallback_support,1,0,0
The delivery person is very rude and doesn't know how to talk respectfully. He thinks just calling someone sir or madam is being respectful.,0,0,3,behaviour,0,3,2
definitely happy with blue dart service,2,2,4,fallback_support,2,1,0
empty fake parcel received,1,1,4,fallback_support,0,0,0
very good service by manager and employees,2,2,4,fallback_support,2,1,0
keep it up,2,2,4,fallback_support,2,1,0
good,2,2,4,fallback_support,2,1,0
parcel not received but status shows delivered,1,1,2,damage_lost,0,0,0
delivery agent refused home delivery asked for self pickup,0,0,4,fallback_support,1,0,1
delivery person phone number required for tracking,1,1,5,tracking,1,0,1
please dont make this compulsory,1,1,4,fallback_support,1,0,0
inside glass break,1,1,4,fallback_support,1,0,0
toxic delivery behaviour forced pickup from hub,0,0,3,behaviour,1,0,2
delivery refused without call had to go hub,1,1,4,support,1,0,0
had to visit office due to false delivery claims,0,0,4,fallback_support,1,0,1
timely,2,2,4,fallback_support,2,1,0
share contact details for coordination,1,1,4,support,1,0,0
include location name,1,1,4,fallback_support,1,0,0
very good service honest sincere delivery boys,2,2,4,fallback_support,2,1,0
deliver on time,1,1,4,fallback_support,2,0,0
delivery service extremely poor no parcel received,0,0,4,fallback_support,0,3,2
parcel never delivered had to collect from office,0,0,4,fallback_support,1,0,1
delivery person asked for extra money,1,1,4,fallback_support,1,0,0
delivery man told otp time,1,1,4,fallback_support,1,0,0
product delivered damaged and no return option provided,0,0,2,damage_lost,0,4,3
package not delivered but marked delivered,1,0,4,fallback_support,0,0,0
unreliable service frequent delays,0,0,0,delay,0,3,2
hand over wrong parcel which doesnt belong me,0,0,4,fallback_support,0,3,2
delivery boy very decent soft spoken,2,2,4,fallback_support,2,1,0
high value parcel delivered without OTP verification,1,1,4,fallback_support,1,0,0
delivery partner patience appreciated,2,2,4,fallback_support,2,1,0
poor quality,0,0,4,fallback_support,0,3,2
improve day by day,1,1,4,fallback_support,1,0,0
because my product miss package not good,0,0,4,fallback_support,2,1,1
wrong dispatch,0,0,4,fallback_support,0,3,2
too much delay in local delivery,0,0,0,delay,0,3,2
delivery staff not fit,0,0,4,fallback_support,1,0,1
I very appreciate shopping this blue dart ?,2,2,4,fallback_support,2,1,0
delivery person lazy did not bring documents upstairs,0,0,4,fallback_support,1,0,1
delivery delayed despite out for delivery status bank related shipment,1,0,0,delay,0,2,2
Ys,1,1,4,fallback_support,1,0,0
delivered wrong item forced payment fraud,0,0,4,fallback_support,0,4,3
Im trying to open minimum 10000 balances account but your system open wrong account,0,0,4,fallback_support,0,3,2
very late service,0,0,0,delay,0,3,2
delivery guy ensured document delivered on time,1,1,4,fallback_support,2,0,0
delivery partner charged extra money unfair,0,0,6,pricing,1,0,0
delivery not done but marked delivered,1,1,4,fallback_support,1,0,0
very poor overpriced service,0,0,4,fallback_support,0,3,2
very nice experience despite small delay,2,0,0,delay,0,0,0
this package not delivered,0,0,4,fallback_support,0,3,2
credit card not received,1,1,2,damage_lost,0,0,0
damaged product received wrong piece,0,0,2,damage_lost,0,4,3
poor delivery service despite assurance,0,0,4,fallback_support,0,3,2
always good service,2,2,4,fallback_support,2,1,0
cooperative delivery as per customer,1,1,4,fallback_support,1,0,0
v good service,2,2,4,fallback_support,2,1,0
worthless product feedback,1,1,6,pricing,1,0,0
actually order place sun glass for fastrack company,1,1,5,tracking,1,0,1
delivered before time,1,1,4,fallback_support,1,0,0
good service polite delivery person,2,2,4,fallback_support,2,1,0
best prompt service,2,2,4,fallback_support,2,1,0
delivery exceeded expectations,2,2,4,fallback_support,2,1,0
there should delivery time slot of hour,1,1,4,fallback_support,1,0,0
not happy,0,0,4,fallback_support,2,1,1
status showing delivered but product not received and no call made,0,0,2,damage_lost,0,4,3
order return requested,1,1,7,refund,1,0,0
refund request for product usage issue,1,0,7,refund,0,0,0
rude person encountered,0,0,3,behaviour,0,3,2
very very bad service,0,0,4,fallback_support,0,3,2
too much delay false update,0,0,0,delay,0,3,2
timely delivery,2,2,4,fallback_support,2,1,0
you already great,2,2,4,fallback_support,2,1,0
client not informed delivery falsely marked received,1,1,4,fallback_support,1,0,0
no one can beat your service keep it up,1,1,4,fallback_support,1,0,0
