text,sentiment,customer_intent,primary_aspect,aspect_flag
product not delivered according to address,0,0,4,fallback_support
smiley delivery person fast delivery,2,2,4,fallback_support
courier marked delivered but not delivered,0,0,4,fallback_support
fraud delivery reported,0,0,4,fallback_support
my parcel not deliver me,0,0,4,fallback_support
delivery person asked me to come outside society,1,1,4,fallback_support
item not delivered no call received,0,0,3,behaviour
unknown person received parcel please update,0,0,1,wrong_delivery
great service delivery in time,2,2,4,fallback_support
delivery promised november but delayed,0,0,0,delay
best service overall,1,1,4,fallback_support
do not get delivery,0,0,4,fallback_support
identity verification needed for correct delivery,1,1,4,fallback_support
fantastic service get my parcel day before delivery date,1,1,4,fallback_support
delivery guy refused due to stairs,0,0,4,fallback_support
delivery date changed customer support unresponsive,1,1,4,support
random text feedback,1,1,6,pricing
return karma ahe,1,1,7,refund
still not received package,0,0,2,damage_lost
professional response improved,1,1,4,fallback_support
delivery person should be reachable after call,1,1,4,support
need delivery associate contact number,1,1,4,support
delivery agent threatened order cancellation,1,1,3,behaviour
received wrong clothing item,1,0,4,fallback_support
thanks for good service,2,2,4,fallback_support
fake and dirty product delivered lost my money no exchange option,0,0,2,damage_lost
please inform before delivery,1,1,4,fallback_support
delivery completed in november,1,1,4,fallback_support
never ordered this product money taken from my wife,0,0,4,fallback_support
cheque book not delivered,1,0,4,fallback_support
very good service thanks,2,2,4,fallback_support
very poor delivery,0,0,4,fallback_support
bekar hai,1,1,4,fallback_support
product color mismatch quality poor return requested,0,0,7,refund
parcel delivered four days late very poor service,0,0,0,delay
like better,1,1,4,fallback_support
credit card not delivered,0,0,4,fallback_support
very good service bluedart,2,2,4,fallback_support
im not receive document kindly confirm once check dilivery satus,1,1,4,fallback_support
user friendly account opening process appreciated,2,2,4,fallback_support
well service,1,1,4,fallback_support
for kms delivery it take day,1,1,4,fallback_support
delivery box compromised suspect replacement,0,0,7,refund
where is my parcel,1,1,5,tracking
thank you,1,2,4,fallback_support
reliable service always,2,2,4,fallback_support
delivery boy rude shouted and threatened customer,0,0,3,behaviour
need loan amount and interest details,1,1,4,fallback_support
wrong perfume delivered,0,0,4,fallback_support
return product request,1,1,7,refund
delivery completed on promised date,1,1,4,fallback_support
delivery person threw parcel without informing unacceptable behaviour,0,0,3,behaviour
return order requested,1,1,7,refund
wrong product received return needed,0,0,7,refund
very delay in delivery do not recommend,0,0,0,delay
item returned without contact system issue,0,0,7,refund
unclear charges after purchase,1,2,4,fallback_support
not received order,0,0,2,damage_lost
delay for three days with false tracking info,1,0,0,delay
no delivery yet,1,1,0,delay
okk,1,1,4,fallback_support
product application not working,1,1,4,fallback_support
no delivery information provided,1,1,4,fallback_support
helpful,1,1,4,fallback_support
staff rude behaviour,0,0,3,behaviour
polite staff,1,1,4,fallback_support
thank you for order,2,2,4,fallback_support
delivery person kind polite deliver doorstep,1,1,4,fallback_support
excellent job keep it up,2,2,4,fallback_support
order cancelled without call marked failed,0,0,4,support
shipment not delivered fake status fraud,0,0,4,fallback_support
delivery should happen on scheduled date,1,1,4,fallback_support
bad product every receive it scame,0,0,4,fallback_support
message timing of visit,1,1,4,fallback_support
didnt receive any material,0,0,4,fallback_support
good courier service,2,2,4,fallback_support
delivery executive excellent but system issue,2,0,4,fallback_support
delivery experience extremely slow and disappointing,0,0,4,fallback_support
self pickup required from hub,1,1,4,fallback_support
order not deliver mark a deliver,1,1,4,fallback_support
service behaviour very disappointing request you kindly monitor their performance,0,0,3,behaviour
delivery not on time,0,0,0,delay
yyyhh,1,1,4,fallback_support
very good,2,2,4,fallback_support
excellent banking app and features,2,2,4,fallback_support
dont want product,0,0,4,fallback_support
kyc not completed after multiple attempts,1,1,4,fallback_support
best delivery service,2,2,4,fallback_support
status shows delivered but not delivered,1,0,4,fallback_support
outstanding,2,2,4,fallback_support
extreme late delivery,0,0,0,delay
not receive my parcel,0,0,4,fallback_support
minimum balance account feedback,1,1,6,pricing
fred hua mere sath,1,1,4,fallback_support
parcel long time wait deliver,0,0,4,fallback_support
wonderful delivery partner,2,2,4,fallback_support
wrong shipment delivered,0,0,4,fallback_support
delivery tagged refused without attempt,0,0,4,fallback_support
didnt receive my parcel,0,0,4,fallback_support
excellent service keep it up,2,2,4,fallback_support
fake consignee unavailable mark without attempt,0,0,4,fallback_support
delivery person kept parcel at wrong place while I was not present,0,0,1,wrong_delivery
order cancellation requested,0,0,4,fallback_support
better communication and promptness needed,2,2,4,fallback_support
horrible delivery otp do come delivery person say come next day didnt come have go centre pick it up,0,0,4,fallback_support
delivery attempt marked without calling,0,0,4,support
wrong colour delivered exchange requested,1,0,7,refund
best regard,1,1,4,fallback_support
prompt delivery package not damaged,1,0,2,damage_lost
delivery time very late day,0,0,0,delay
local service unavailable issue,0,0,4,fallback_support
good behaviour and best service,2,2,3,behaviour
wrong order delivered please return,0,0,7,refund
package not yet delivered,1,1,4,fallback_support
delivery service fast and good,2,2,4,fallback_support
very very good,2,2,4,fallback_support
already your service good,2,2,4,fallback_support
delivery marked complete but product not received,0,0,2,damage_lost
product quality very poor,0,0,4,fallback_support
not received any delivery,1,1,2,damage_lost
service great,2,2,4,fallback_support
delivery person handed parcel to shop,1,1,4,fallback_support
very good quality,2,2,4,fallback_support
awesome experience,2,2,4,fallback_support
display delivery agent phone number,1,1,4,fallback_support
very good work,2,2,4,fallback_support
pathetic pickup process,0,0,4,fallback_support
left at door very poor service,0,0,4,fallback_support
expected delivery date very poor,0,0,4,fallback_support
delivery status timing mismatch,1,1,4,fallback_support
didnt receive product or call but marked delivered,1,1,4,support
delivery boy behavior very nice,2,2,3,behaviour
item not deliver me,1,1,4,fallback_support
thank you bluedart,2,2,4,fallback_support
status delivered but not received,1,1,2,damage_lost
not received my package,0,0,2,damage_lost
good delivery boy ajit kumar khatua good blue dart express limit very fast delivery company,2,2,4,fallback_support
marked delivered but not received urgent,0,0,2,damage_lost
day delivery update,1,1,4,fallback_support
super delivery,2,2,4,fallback_support
good service good behaviour,2,2,3,behaviour
good behaviour,1,2,3,behaviour
fit issue product slightly large,1,0,4,fallback_support
delivery person rude raised voice,0,0,3,behaviour
delivery executive said address incorrect falsely,1,1,4,fallback_support
your delivery boy doesnt deliver parcel at address enter false msg that consignee not there even no phone call do for that,0,0,4,support
very nice service good behavior of delivery man timely service,2,2,3,behaviour
good guy,2,2,4,fallback_support
very cool,2,2,4,fallback_support
please teach agent how to talk to customers,1,1,4,fallback_support
delivery partner rude and disrespectful,0,0,3,behaviour
service very bad,0,0,4,fallback_support
fake refusal update by delivery boy,0,0,4,fallback_support
no issue service good,2,0,4,fallback_support
Account open karaya jisase bahut achha vyavahar aur sari bate bahut saral aur spasht shabdo me batayi,2,2,4,fallback_support
product top class delivered earlier than expected,2,2,4,fallback_support
after repeated promises shipment was delayed and no action taken pathetic service,0,0,0,delay
do not get callmsg by delivery persondid not receive product,0,0,2,damage_lost
need cancel order,0,0,4,fallback_support
order not delivered but status shows delivered,1,0,4,fallback_support
delivery partner did not deliver to my house,0,0,4,fallback_support
not received courier,0,0,2,damage_lost
parcel not delivered collected from office,0,0,4,fallback_support
this order not deliver me,0,0,4,fallback_support
delivery agent unprofessional rude behaviour,0,0,3,behaviour
not applicable,1,1,4,fallback_support
not receive these parcel who send them what address you deliver them some fraud go on,0,0,4,fallback_support
delivery time should be added in form,1,1,4,fallback_support
slow delivery,1,1,4,fallback_support
false delivery rejection messages,0,0,4,fallback_support
nice response from delivery team,2,2,4,fallback_support
dont deal with otp take signature in your copy of delivery slip otp can lead cyber crime,0,0,4,fallback_support
want return this product,1,1,7,refund
thanks dada,1,2,4,fallback_support
bluedart better than competitors fast delivery,2,2,4,fallback_support
service awesome,2,2,4,fallback_support
had to pick up parcel from store myself,1,1,4,fallback_support
not good service,0,0,4,fallback_support
delivery partner behavior not quite good,0,0,3,behaviour
